,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
22,md,7dav_outpatient_covid,2020-01-01,2023-08-01,1308,9.94520193732534e-06,,,state,chng
23,me,7dav_outpatient_covid,2020-01-01,2023-08-01,1308,0.0,,,state,chng
24,mi,7dav_outpatient_covid,2020-01-01,2023-08-01,1308,0.0,,,state,chng
25,mn,7dav_outpatient_covid,2020-01-01,2023-08-01,1308,0.0,,,state,chng
26,mo,7dav_outpatient_covid,2020-01-01,2023-08-01,1308,0.0,,,state,chng
27,mp,7dav_outpatient_covid,2020-01-01,2023-03-13,1167,0.0,,,state,chng
28,ms,7dav_outpatient_covid,2020-01-01,2023-08-01,1308,0.0,,,state,chng
29,mt,7dav_outpatient_covid,2020-01-01,2023-08-01,1308,0.0,,,state,chng
30,nc,7dav_outpatient_covid,2020-01-01,2023-08-01,1308,0.0,,,state,chng
31,nd,7dav_outpatient_covid,2020-01-01,2023-08-01,1308,0.0,,,state,chng
32,ne,7dav_outpatient_covid,2020-01-01,2023-08-01,1308,0.0,,,state,chng
33,nh,7dav_outpatient_covid,2020-01-01,2023-08-01,1308,0.0,,,state,chng
34,nj,7dav_outpatient_covid,2020-01-01,2023-08-01,1308,7.07373663063777e-06,,,state,chng
35,nm,7dav_outpatient_covid,2020-01-01,2023-08-01,1308,0.0,,,state,chng
36,nv,7dav_outpatient_covid,2020-01-01,2023-08-01,1308,0.0,,,state,chng
37,ny,7dav_outpatient_covid,2020-01-01,2023-08-01,1308,0.0,,,state,chng
38,oh,7dav_outpatient_covid,2020-01-01,2023-08-01,1308,0.0,,,state,chng
39,ok,7dav_outpatient_covid,2020-01-01,2023-08-01,1308,0.0,,,state,chng
40,or,7dav_outpatient_covid,2020-01-01,2023-08-01,1308,0.0,,,state,chng
41,pa,7dav_outpatient_covid,2020-01-01,2023-08-01,1308,0.0,,,state,chng
42,pr,7dav_outpatient_covid,2020-01-01,2023-08-01,1308,0.0,,,state,chng
43,ri,7dav_outpatient_covid,2020-01-01,2023-08-01,1308,0.0,,,state,chng
44,sc,7dav_outpatient_covid,2020-01-01,2023-08-01,1308,0.0,,,state,chng
45,sd,7dav_outpatient_covid,2020-01-01,2023-08-01,1308,0.0,,,state,chng
46,tn,7dav_outpatient_covid,2020-01-01,2023-08-01,1308,0.0,,,state,chng
47,tx,7dav_outpatient_covid,2020-01-01,2023-08-01,1308,3.15183988653376e-06,,,state,chng
48,ut,7dav_outpatient_covid,2020-01-01,2023-08-01,1308,0.0,,,state,chng
49,va,7dav_outpatient_covid,2020-01-01,2023-08-01,1308,0.0,,,state,chng
50,vi,7dav_outpatient_covid,2020-01-01,2023-03-13,1167,0.0,,,state,chng
51,vt,7dav_outpatient_covid,2020-01-01,2023-08-01,1308,0.0,,,state,chng
52,wa,7dav_outpatient_covid,2020-01-01,2023-08-01,1308,0.0,,,state,chng
53,wi,7dav_outpatient_covid,2020-01-01,2023-08-01,1308,0.0,,,state,chng
54,wv,7dav_outpatient_covid,2020-01-01,2023-08-01,1308,0.0,,,state,chng
55,wy,7dav_outpatient_covid,2020-01-01,2023-08-01,1308,0.0,,,state,chng
56,ak,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
57,al,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
58,ar,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
59,as,7dav_outpatient_covid,2020-01-02,2023-03-13,1166,0.0,,,state,chng
60,az,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
61,ca,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,1.62585103139925e-05,,,state,chng
62,co,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,2.46228598630969e-05,,,state,chng
63,ct,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
64,dc,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
65,de,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
66,fl,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,3.74658124461429e-06,,,state,chng
67,ga,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
68,gu,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,,,,state,chng
69,hi,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
70,ia,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
71,id,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0002182982439119,,,state,chng
72,il,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
73,in,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,2.89674550642353e-05,,,state,chng
74,ks,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,4.14828744866494e-05,,,state,chng
75,ky,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
76,la,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
77,ma,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
78,md,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,1.85592457522526e-05,,,state,chng
79,me,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
80,mi,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
81,mn,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
82,mo,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,1.70464230922211e-05,,,state,chng
83,mp,7dav_outpatient_covid,2020-01-02,2023-03-13,1166,0.0,,,state,chng
84,ms,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
85,mt,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
86,nc,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
87,nd,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
88,ne,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
89,nh,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
90,nj,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,6.77006817458652e-06,,,state,chng
91,nm,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
92,nv,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
93,ny,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,2.11272515488036e-06,,,state,chng
94,oh,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,3.54169519698909e-06,,,state,chng
95,ok,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,2.57960222533685e-05,,,state,chng
96,or,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
97,pa,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
98,pr,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
99,ri,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
100,sc,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
101,sd,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
102,tn,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
103,tx,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,6.10917088369157e-06,,,state,chng
104,ut,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
105,va,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
106,vi,7dav_outpatient_covid,2020-01-02,2023-03-13,1166,0.0,,,state,chng
107,vt,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
108,wa,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
109,wi,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,1.5817278795356e-05,,,state,chng
110,wv,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
111,wy,7dav_outpatient_covid,2020-01-02,2023-08-01,1307,0.0,,,state,chng
112,ak,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
113,al,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
114,ar,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
115,as,7dav_outpatient_covid,2020-01-03,2023-03-13,1165,0.0,,,state,chng
116,az,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
117,ca,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,1.19484781621647e-05,,,state,chng
118,co,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
119,ct,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
120,dc,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
121,de,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
122,fl,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,3.68107192814548e-06,,,state,chng
123,ga,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
124,gu,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,,,,state,chng
125,hi,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
126,ia,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
127,id,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0002120491011474,,,state,chng
128,il,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
129,in,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,2.86221306314042e-05,,,state,chng
130,ks,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,4.1222947440742e-05,,,state,chng
131,ky,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
132,la,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
133,ma,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
134,md,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,1.79298762539707e-05,,,state,chng
135,me,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
136,mi,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
137,mn,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
138,mo,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,3.41149446200732e-05,,,state,chng
139,mp,7dav_outpatient_covid,2020-01-03,2023-03-13,1165,0.0,,,state,chng
140,ms,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
141,mt,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
142,nc,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
143,nd,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
144,ne,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
145,nh,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
146,nj,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,6.65178145793746e-06,,,state,chng
147,nm,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
148,nv,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
149,ny,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,8.266261803533e-06,,,state,chng
150,oh,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,3.44930668935544e-06,,,state,chng
151,ok,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,2.53277837344973e-05,,,state,chng
152,or,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
153,pa,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,3.42200508966224e-06,,,state,chng
154,pr,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
155,ri,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
156,sc,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
157,sd,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
158,tn,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
159,tx,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,6.04974097025746e-06,,,state,chng
160,ut,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
161,va,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
162,vi,7dav_outpatient_covid,2020-01-03,2023-03-13,1165,0.0,,,state,chng
163,vt,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
164,wa,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
165,wi,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,1.54756439157506e-05,,,state,chng
166,wv,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
167,wy,7dav_outpatient_covid,2020-01-03,2023-08-01,1306,0.0,,,state,chng
168,ak,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0,,,state,chng
169,al,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0,,,state,chng
170,ar,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0,,,state,chng
171,as,7dav_outpatient_covid,2020-01-04,2023-03-13,1164,0.0,,,state,chng
172,az,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0,,,state,chng
173,ca,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,1.19590680962625e-05,,,state,chng
174,co,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0,,,state,chng
175,ct,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0,,,state,chng
176,dc,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0,,,state,chng
177,de,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,3.79674745301525e-05,,,state,chng
178,fl,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,3.69140358238413e-06,,,state,chng
179,ga,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0,,,state,chng
180,gu,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,,,,state,chng
181,hi,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0,,,state,chng
182,ia,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0,,,state,chng
183,id,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0002836141901633,,,state,chng
184,il,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,7.12397859956829e-06,,,state,chng
185,in,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,2.87343936324584e-05,,,state,chng
186,ks,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,4.12881915772089e-05,,,state,chng
187,ky,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0,,,state,chng
188,la,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,1.43383565375737e-05,,,state,chng
189,ma,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0,,,state,chng
190,md,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,1.78748581183137e-05,,,state,chng
191,me,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0,,,state,chng
192,mi,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0,,,state,chng
193,mn,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0,,,state,chng
194,mo,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,3.43485230135104e-05,,,state,chng
195,mp,7dav_outpatient_covid,2020-01-04,2023-03-13,1164,0.0,,,state,chng
196,ms,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0,,,state,chng
197,mt,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0,,,state,chng
198,nc,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,9.58864704190239e-06,,,state,chng
199,nd,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0,,,state,chng
200,ne,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0,,,state,chng
201,nh,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0,,,state,chng
202,nj,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,6.62478331437909e-06,,,state,chng
203,nm,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0,,,state,chng
204,nv,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0,,,state,chng
205,ny,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,1.711011522636e-05,,,state,chng
206,oh,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,1.03413329288723e-05,,,state,chng
207,ok,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,5.09510869565217e-05,,,state,chng
208,or,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0,,,state,chng
209,pa,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,6.82217434066528e-06,,,state,chng
210,pr,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0,,,state,chng
211,ri,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0,,,state,chng
212,sc,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0,,,state,chng
213,sd,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0,,,state,chng
214,tn,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,1.25998538416954e-05,,,state,chng
215,tx,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,1.21579931206022e-05,,,state,chng
216,ut,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0,,,state,chng
217,va,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,1.07559650789667e-05,,,state,chng
218,vi,7dav_outpatient_covid,2020-01-04,2023-03-13,1164,0.0,,,state,chng
219,vt,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0,,,state,chng
220,wa,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0,,,state,chng
221,wi,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,1.54541989058427e-05,,,state,chng
222,wv,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0,,,state,chng
223,wy,7dav_outpatient_covid,2020-01-04,2023-08-01,1305,0.0,,,state,chng
224,ak,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0,,,state,chng
225,al,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0,,,state,chng
226,ar,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,3.22182247758149e-05,,,state,chng
227,as,7dav_outpatient_covid,2020-01-05,2023-03-13,1163,0.0,,,state,chng
228,az,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0,,,state,chng
229,ca,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,2.04285918571633e-05,,,state,chng
230,co,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0,,,state,chng
231,ct,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0,,,state,chng
232,dc,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0,,,state,chng
233,de,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,3.82443302780363e-05,,,state,chng
234,fl,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,7.44817929257193e-06,,,state,chng
235,ga,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0,,,state,chng
236,gu,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,,,,state,chng
237,hi,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0,,,state,chng
238,ia,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0,,,state,chng
239,id,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0002852321076275,,,state,chng
240,il,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,7.25556017761611e-06,,,state,chng
241,in,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,2.92171270798942e-05,,,state,chng
242,ks,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0,,,state,chng
243,ky,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0,,,state,chng
244,la,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,1.46177459435755e-05,,,state,chng
245,ma,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0,,,state,chng
246,md,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,1.80351866491525e-05,,,state,chng
247,me,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0,,,state,chng
248,mi,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0,,,state,chng
249,mn,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0,,,state,chng
250,mo,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,3.48476576566112e-05,,,state,chng
251,mp,7dav_outpatient_covid,2020-01-05,2023-03-13,1163,0.0,,,state,chng
252,ms,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0,,,state,chng
253,mt,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0,,,state,chng
254,nc,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,9.73599234101936e-06,,,state,chng
255,nd,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0,,,state,chng
256,ne,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0,,,state,chng
257,nh,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0,,,state,chng
258,nj,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,6.70558888481586e-06,,,state,chng
259,nm,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0,,,state,chng
260,nv,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0,,,state,chng
261,ny,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,1.92218184114815e-05,,,state,chng
262,oh,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,1.04227466021846e-05,,,state,chng
263,ok,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,5.13993472282902e-05,,,state,chng
264,or,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0,,,state,chng
265,pa,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,1.02790182395468e-05,,,state,chng
266,pr,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0,,,state,chng
267,ri,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0,,,state,chng
268,sc,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0,,,state,chng
269,sd,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0,,,state,chng
270,tn,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,1.27916496111339e-05,,,state,chng
271,tx,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,1.54225152271634e-05,,,state,chng
272,ut,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0,,,state,chng
273,va,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,1.08638577558891e-05,,,state,chng
274,vi,7dav_outpatient_covid,2020-01-05,2023-03-13,1163,0.0,,,state,chng
275,vt,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0,,,state,chng
276,wa,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0,,,state,chng
277,wi,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,1.55859539383108e-05,,,state,chng
278,wv,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0,,,state,chng
279,wy,7dav_outpatient_covid,2020-01-05,2023-08-01,1304,0.0,,,state,chng
280,ak,7dav_outpatient_covid,2020-01-06,2023-08-01,1303,0.0,,,state,chng
281,al,7dav_outpatient_covid,2020-01-06,2023-08-01,1303,0.0,,,state,chng
282,ar,7dav_outpatient_covid,2020-01-06,2023-08-01,1303,3.13345379722376e-05,,,state,chng
283,as,7dav_outpatient_covid,2020-01-06,2023-03-13,1162,0.0,,,state,chng
284,az,7dav_outpatient_covid,2020-01-06,2023-08-01,1303,0.0,,,state,chng
285,ca,7dav_outpatient_covid,2020-01-06,2023-08-01,1303,1.98758422388149e-05,,,state,chng
286,co,7dav_outpatient_covid,2020-01-06,2023-08-01,1303,0.0,,,state,chng
287,ct,7dav_outpatient_covid,2020-01-06,2023-08-01,1303,0.0,,,state,chng
288,dc,7dav_outpatient_covid,2020-01-06,2023-08-01,1303,0.0,,,state,chng
289,de,7dav_outpatient_covid,2020-01-06,2023-08-01,1303,3.71126368528484e-05,,,state,chng
290,fl,7dav_outpatient_covid,2020-01-06,2023-08-01,1303,1.08352274916208e-05,,,state,chng
291,ga,7dav_outpatient_covid,2020-01-06,2023-08-01,1303,0.0,,,state,chng
292,gu,7dav_outpatient_covid,2020-01-06,2023-08-01,1303,,,,state,chng
293,hi,7dav_outpatient_covid,2020-01-06,2023-08-01,1303,0.0,,,state,chng
294,ia,7dav_outpatient_covid,2020-01-06,2023-08-01,1303,1.93165794201163e-05,,,state,chng
295,id,7dav_outpatient_covid,2020-01-06,2023-08-01,1303,0.0002808331383103,,,state,chng
296,il,7dav_outpatient_covid,2020-01-06,2023-08-01,1303,7.15181393840858e-06,,,state,chng
297,in,7dav_outpatient_covid,2020-01-06,2023-08-01,1303,2.8562587770452e-05,,,state,chng
